"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"HP","Helmerich & Payne, Inc.","58.79","6404450322.5","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/hp",
"HLF","Herbalife LTD.","63.39","5900685090.75","n/a","2004","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/hlf",
"HRI","Herc Holdings Inc.","46.37","1313001420.24","n/a","2016","n/a","n/a","http://www.nasdaq.com/symbol/hri",
"HTGC","Hercules Capital, Inc.","15.46","1279955090.38","n/a","2012","n/a","n/a","http://www.nasdaq.com/symbol/htgc",
"HTGX","Hercules Capital, Inc.","25.5","0","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/htgx",
"HRTG","Heritage Insurance Holdings, Inc.","12.25","364320402.25","n/a","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/hrtg",
"HT","Hersha Hospitality Trust","18.71","781996386.98","n/a","1999","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ht",
"HT^C","Hersha Hospitality Trust","25.3317","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ht^c",
"HT^D","Hersha Hospitality Trust","25.03","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ht^d",
"HT^E","Hersha Hospitality Trust","24.7547","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ht^e",
"HSY","Hershey Company (The)","107.05","22768415257","n/a","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/hsy",
"HTZ","Hertz Global Holdings, Inc","16.48","1379479593.28","n/a","2016","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/htz",
"HES","Hess Corporation","47.97","15183617904","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/hes",
"HES^A","Hess Corporation","58.88","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hes^a",
"HESM","Hess Midstream Partners LP","26.13","1425634718.04","n/a","2017","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/hesm",
"HPE","Hewlett Packard Enterprise Company","18.73","31048805472.3","n/a","2015","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/hpe",
"HXL","Hexcel Corporation","51.13","4646213573.48","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/hxl",
"HF","HFF, Inc.","31.35","1206642439.2","n/a","2007","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/hf",
"HCLP","Hi-Crush Partners LP","14.4","1261961006.4","n/a","2012","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/hclp",
"NHF","Highland Funds I","23.32","373640642.32","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nhf",
"HIW","Highwoods Properties, Inc.","50.97","5199943650.27","n/a","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hiw",
"HIL","Hill International, Inc.","4.2","217809811.8","n/a","n/a","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/hil",
"HI","Hillenbrand Inc","36.65","2334333313.55","n/a","n/a","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/hi",
"HRC","Hill-Rom Holdings Inc","75.53","4936243663.26","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/hrc",
"HTH","Hilltop Holdings Inc.","28.48","2806133716.48","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hth",
"HGV","Hilton Grand Vacations Inc.","33.95","3359806683.1","n/a","2016","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/hgv",
"HLT","Hilton Worldwide Holdings Inc.","59.32","19561223204.8","n/a","2016","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/hlt",
"HNI","HNI Corporation","47.16","2079424512.36","n/a","n/a","Consumer Durables","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/hni",
"HMLP","Hoegh LNG Partners LP","20.6","677969875.4","n/a","2014","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/hmlp",
"HEP","Holly Energy Partners, L.P.","37.35","2344851787.05","n/a","2004","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/hep",
"HFC","HollyFrontier Corporation","28.11","5006809108.14","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/hfc",
"HD","Home Depot, Inc. (The)","154.21","185232269485.27","n/a","n/a","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/hd",
"HMC","Honda Motor Company, Ltd.","29.08","52410404732.52","n/a","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/hmc",
"HON","Honeywell International Inc.","130.9","99790064620.4","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/hon",
"HMN","Horace Mann Educators Corporation","38.65","1565325000","n/a","1991","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/hmn",
"HZN","Horizon Global Corporation","14.46","369861755.28","n/a","2015","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/hzn",
"HTF","Horizon Technology Finance Corporation","25.5899","294672330.2719","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/htf",
"HRL","Hormel Foods Corporation","34.9","18459072843.8","n/a","n/a","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/hrl",
"HOS","Hornbeck Offshore Services","3.16","116185195.72","n/a","2004","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/hos",
"HST","Host Hotels & Resorts, Inc.","18.05","13319533073.5","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hst",
"HLI","Houlihan Lokey, Inc.","33.61","2242543258.61","n/a","2015","Finance","Investment Managers","http://www.nasdaq.com/symbol/hli",
"HOV","Hovnanian Enterprises Inc","2.34","344824885.08","n/a","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/hov",
"HHC","Howard Hughes Corporation (The)","123.73","4979433054.31","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hhc",
"HPQ","HP Inc.","18.93","32006502767.82","n/a","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/hpq",
"HRG","HRG Group, Inc.","20.06","4016635745.64","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/hrg",
"HSBC","HSBC Holdings plc","41.28","166701735749.76","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hsbc",
"HSBC^A","HSBC Holdings plc","26.05","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hsbc^a",
"HSEA","HSBC Holdings plc","27.28","0","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hsea",
"HSEB","HSBC Holdings plc","26.96","0","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hseb",
"HNP","Huaneng Power International, Inc.","27.46","10435063231.56","n/a","1994","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/hnp",
"HUBB","Hubbell Inc","112.86","6211981658.52","n/a","2015","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/hubb",
"HUBS","HubSpot, Inc.","67.1","2454383665.8","n/a","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/hubs",
"HBM","Hudbay Minerals Inc.","6.05","1435490687.4","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/hbm",
"HBM.WS","Hudbay Minerals Inc.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hbm.ws",
"HPP","Hudson Pacific Properties, Inc.","34.68","5411830507.68","n/a","2010","Finance","Real Estate","http://www.nasdaq.com/symbol/hpp",
"HGT","Hugoton Royalty Trust","1.95","78000000","n/a","1999","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/hgt",
"HUM","Humana Inc.","223.37","32228828094.89","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/hum",
"HII","Huntington Ingalls Industries, Inc.","199.54","9232984380.84","n/a","n/a","Capital Goods","Marine Transportation","http://www.nasdaq.com/symbol/hii",
"HUN","Huntsman Corporation","25.32","6070438527.24","n/a","2005","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/hun",
"H","Hyatt Hotels Corporation","56.21","7052174052","n/a","2009","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/h",
"HY","Hyster-Yale Materials Handling, Inc.","60.1","988599023.5","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/hy",
"IAG","Iamgold Corporation","3.94","1830586074.7","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/iag",
"IBN","ICICI Bank Limited","8.57","24934312605.64","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/ibn",
"IDA","IDACORP, Inc.","83.79","4224693224.43","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ida",
"IEX","IDEX Corporation","104.47","7971888297.93","n/a","1989","Capital Goods","Fluid Controls","http://www.nasdaq.com/symbol/iex",
"IDT","IDT Corporation","14.93","344862366.74","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/idt",
"ITW","Illinois Tool Works Inc.","137.65","47581231171.25","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/itw",
"IMAX","Imax Corporation","30.8","2051180947.2","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/imax",
"ICD","Independence Contract Drilling, Inc.","4.68","176953898.16","n/a","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/icd",
"IHC","Independence Holding Company","19","314162625","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/ihc",
"IFN","India Fund, Inc. (The)","26.31","748714457.1","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifn",
"IBA","Industrias Bachoco, S.A. de C.V.","53.12","2656000000","n/a","1997","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/iba",
"INFY","Infosys Limited","14.54","33233376154.2","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/infy",
"HIFR","InfraREIT, Inc.","19.18","839611845.94","n/a","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hifr",
"ING","ING Group, N.V.","16.56","64227688796.88","n/a","1997","Finance","Commercial Banks","http://www.nasdaq.com/symbol/ing",
"ISF","ING Group, N.V.","25.97","0","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/isf",
"ISG","ING Group, N.V.","25.73","0","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/isg",
"ISP","ING Group, N.V.","25.7099","0","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/isp",
"IR","Ingersoll-Rand plc (Ireland)","88.78","22729662368.62","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/ir",
"NGVT","Ingevity Corporation","63.64","2681861767.76","n/a","2016","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ngvt",
"INGR","Ingredion Incorporated","123.08","8822467694.64","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/ingr",
"IIPR","Innovative Industrial Properties, Inc.","17.68","62331971.52","n/a","2016","Finance","Real Estate","http://www.nasdaq.com/symbol/iipr",
"IPHI","Inphi Corporation","42.35","1749196999.55","n/a","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/iphi",
"INSI","Insight Select Income Fund","19.42","207988879.7","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/insi",
"NSP","Insperity, Inc.","86.6","1818687985.6","n/a","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/nsp",
"IBP","Installed Building Products, Inc.","53.9","1712185190.1","n/a","2014","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/ibp",
"INST","Instructure, Inc.","24","692818680","n/a","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/inst",
"ITGR","Integer Holdings Corporation","37.85","1184652237.1","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/itgr",
"I","Intelsat S.A.","3.23","381244603.55","n/a","2013","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/i",
"ICE","Intercontinental Exchange Inc.","60.4","35844605231.6","n/a","2005","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ice",
"IHG","Intercontinental Hotels Group","52.85","10487248262.75","n/a","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/ihg",
"IFF","Internationa Flavors & Fragrances, Inc.","138.98","10975648638.72","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/iff",
"IBM","International Business Machines Corporation","158.84","149229685054.56","n/a","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/ibm",
"IGT","International Game Technology","22.24","4502043200","n/a","2015","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/igt",
"IP","International Paper Company","53.78","22205573393.54","n/a","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/ip",
"INSW","International Seaways, Inc.","19.48","568868868.72","n/a","2016","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/insw",
"IPG","Interpublic Group of Companies, Inc. (The)","23.66","9348305699.46","n/a","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/ipg",
"IPL^D","Interstate Power and Light Company","26.15","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ipl^d",
"INXN","InterXion Holding N.V.","42.16","2976603212.88","n/a","2011","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/inxn",
"SNOW","Intrawest Resorts Holdings, Inc.","23.57","938618941.27","n/a","2014","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/snow",
"IPI","Intrepid Potash, Inc","1.78","230064099.32","n/a","2008","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/ipi",
"XON","Intrexon Corporation","21.03","2496902793.54","n/a","2013","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/xon",
"IVC","Invacare Corporation","15.25","499757795.75","n/a","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ivc",
"INVN","InvenSense, Inc.","12.9","1232947105.5","n/a","2011","Technology","Semiconductors","http://www.nasdaq.com/symbol/invn",
"VBF","Invesco Bond Fund","18.85","214457750.65","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vbf",
"VCV","Invesco California Value Municipal Income Trust","12.52","599273981.68","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vcv",
"VTA","Invesco Credit Opportunities Fund","12.29","910618750.36","n/a","2007","n/a","n/a","http://www.nasdaq.com/symbol/vta",
"IHIT","Invesco High Income 2023 Target Term Fund","10.09","217944000","n/a","2016","n/a","n/a","http://www.nasdaq.com/symbol/ihit",
"VLT","Invesco High Income Trust II","14.72","119503274.88","n/a","1989","n/a","n/a","http://www.nasdaq.com/symbol/vlt",
"IVR","INVESCO MORTGAGE CAPITAL INC","16.48","1839243956.32","n/a","2009","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ivr",
"IVR^B","INVESCO MORTGAGE CAPITAL INC","25.65","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ivr^b",
"IVR^A","Invesco Mortgage Capital Inc.","25.36","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ivr^a",
"OIA","Invesco Municipal Income Opportunities Trust","7.81","370503971.09","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/oia",
"VMO","Invesco Municipal Opportunity Trust","13.04","878805332.88","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vmo",
"VKQ","Invesco Municipal Trust","12.62","698141264.74","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vkq",
"VPV","Invesco Pennsylvania Value Municipal Income Trust","12.34","294056572.96","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vpv",
"IVZ","Invesco Plc","32.69","13300144901.89","n/a","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/ivz",
"IQI","Invesco Quality Municipal Income Trust","12.44","657874434.68","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/iqi",
"VVR","Invesco Senior Income Trust","4.72","849770675.2","n/a","1998","n/a","n/a","http://www.nasdaq.com/symbol/vvr",
"VTN","Invesco Trust  for Investment Grade New York Municipal","13.61","265050422.02","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vtn",
"VGM","Invesco Trust for Investment Grade Municipals","13.09","709809124.64","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vgm",
"IIM","Invesco Value Municipal Income Trust","14.87","699730422.66","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/iim",
"ITG","Investment Technology Group, Inc.","19.65","651297638.7","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/itg",
"IRET","Investors Real Estate Trust","5.95","725411826.3","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/iret",
"IRET^B","Investors Real Estate Trust","25.3245","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/iret^b",
"NVTA","Invitae Corporation","11.16","472121556.84","n/a","2015","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/nvta",
"INVH","Invitation Homes Inc.","21.68","6728965425.12","n/a","2017","Finance","Real Estate","http://www.nasdaq.com/symbol/invh",
"IO","Ion Geophysical Corporation","4.225","51006756.125","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/io",
"IRM","Iron Mountain Incorporated","35.19","9294260409.18","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/irm",
"IRS","IRSA Inversiones Y Representaciones S.A.","25.05","1449584532.3","n/a","n/a","Consumer Services","Homebuilding","http://www.nasdaq.com/symbol/irs",
"ICL","Israel Chemicals Shs","4.29","5475712701.03","n/a","2014","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/icl",
"STAR          ","iStar Financial Inc.","12.33","886734859.14","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/star",
"STAR^D","iStar Financial Inc.","24.87","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/star^d",
"STAR^E","iStar Financial Inc.","24.7","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/star^e",
"STAR^F","iStar Financial Inc.","24.57","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/star^f",
"STAR^G","iStar Financial Inc.","24.35","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/star^g",
"STAR^I","iStar Financial Inc.","23.9015","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/star^i",
"ITCB","Ita? CorpBanca","13.89","4744886588.34","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/itcb",
"ITUB","Itau Unibanco Banco Holding SA","12.41","80822607086.87","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/itub",
"ITT","ITT Inc.","41.93","3717701059.38","n/a","2011","Capital Goods","Fluid Controls","http://www.nasdaq.com/symbol/itt",
"IVH","Ivy High Income Opportunities Fund","15.7","260103281.6","n/a","2013","n/a","n/a","http://www.nasdaq.com/symbol/ivh",
"JPM","J P Morgan Chase & Co","87.06","309747153871.08","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/jpm",
"JPM.WS","J P Morgan Chase & Co","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jpm.ws",
"JPM^A","J P Morgan Chase & Co","25.44","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/jpm^a",
"JPM^B","J P Morgan Chase & Co","27.39","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jpm^b",
"JPM^D","J P Morgan Chase & Co","25.4","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jpm^d",
"JPM^E","J P Morgan Chase & Co","27.36","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jpm^e",
"JPM^F","J P Morgan Chase & Co","26.88","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jpm^f",
"JPM^G","J P Morgan Chase & Co","27","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jpm^g",
"JPM^H","J P Morgan Chase & Co","26.89","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/jpm^h",
"JAX","J. Alexander&#39;s Holdings, Inc.","10.6","155768865.6","n/a","2015","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/jax",
"JILL","J. Jill, Inc.","13.14","574847984.16","n/a","2017","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/jill",
"JCP","J.C. Penney Company, Inc. Holding Company","5.35","1651114052.15","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/jcp",
"SJM","J.M. Smucker Company (The)","125.89","14658775869.94","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/sjm",
"JBL","Jabil Circuit, Inc.","29.14","5311943916.98","n/a","1993","Technology","Electrical Products","http://www.nasdaq.com/symbol/jbl",
"JEC","Jacobs Engineering Group Inc.","54.52","6600807057.92","n/a","n/a","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/jec",
"JAG","Jagged Peak Energy Inc.","11.15","2374176803.25","n/a","2017","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/jag",
"JHX","James Hardie Industries plc.","17.27","7613332342.33","n/a","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/jhx",
"JNS","Janus Capital Group, Inc","13.54","2495170521.58","n/a","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/jns",
"JOF","Japan Smaller Capitalization Fund Inc","10.98","311106145.14","n/a","1990","n/a","n/a","http://www.nasdaq.com/symbol/jof",
"JELD","JELD-WEN Holding, Inc.","33.48","3511593424.44","n/a","2017","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/jeld",
"JCAP","Jernigan Capital, Inc.","23.81","214235403.67","n/a","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/jcap",
"JKS","JinkoSolar Holding Company Limited","17.1","541784703.6","n/a","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/jks",
"JMP","JMP Group LLC","5.71","119649184.33","n/a","2007","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/jmp",
"JMPB","JMP Group LLC","25.6295","0","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/jmpb",
"JMPC","JMP Group LLC","25.5397","0","n/a","2014","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/jmpc",
"JBT","John Bean Technologies Corporation","89.2","2820778646.8","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/jbt",
"BTO","John Hancock Financial Opportunities Fund","35.285","657138348.335","n/a","1994","n/a","n/a","http://www.nasdaq.com/symbol/bto",
"HEQ","John Hancock Hedged Equity & Income Fund","16.85","205648672.65","n/a","2011","n/a","n/a","http://www.nasdaq.com/symbol/heq",
"JHS","John Hancock Income Securities Trust","14.35","167128494.75","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jhs",
"JHI","John Hancock Investors Trust","17.56","152895359","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jhi",
"HPF","John Hancock Pfd Income Fund II","21.58","458756272","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/hpf",
"HPI","John Hancock Preferred Income Fund","22.03","572658306.28","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/hpi",
"HPS","John Hancock Preferred Income Fund III","18.97","599015405.45","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/hps",
"PDT","John Hancock Premium Dividend Fund","16.33","788441924.64","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pdt",
"HTD","John Hancock Tax Advantaged Dividend Income Fund","25.77","911870444.97","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/htd",
"HTY","John Hancock Tax-Advantaged Global Shareholder Yield Fund","9.24","101116359.96","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hty",
"JW.A","John Wiley & Sons, Inc.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jw.a",
"JW.B","John Wiley & Sons, Inc.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jw.b",
"JNJ","Johnson & Johnson","123.34","334361418293.28","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/jnj",
"JCI","Johnson Controls International plc","41.51","38940531000","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/jci",
"JONE","Jones Energy, Inc.","2","174770408","n/a","2013","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/jone",
"JLL","Jones Lang LaSalle Incorporated","116.54","5277644424.8","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/jll",
"JFC","JPMorgan China Region Fund, Inc.","19.13","123343295.81","n/a","1992","n/a","n/a","http://www.nasdaq.com/symbol/jfc",
"JMEI","Jumei International Holding Limited","3.56","522019161.76","n/a","2014","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/jmei",
"JNPR","Juniper Networks, Inc.","30.6","11703484600.2","n/a","1999","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/jnpr",
"JP","Jupai Holdings Limited","9","290581056","n/a","2015","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/jp",
"JE","Just Energy Group, Inc.","6.1","896782581.8","n/a","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/je",
"JE^A","Just Energy Group, Inc.","26.5","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/je^a",
"LRN","K12 Inc","19.54","794560979.7","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/lrn",
"KAI","Kadant Inc","62.9","691751996.3","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/kai",
"KDMN","Kadmon Holdings, Inc.","2.75","142577932.75","n/a","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kdmn",
"KAMN","Kaman Corporation","47.87","1296796863.9","n/a","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/kamn",
"KSU","Kansas City Southern","89.66","9511466245.54","n/a","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/ksu",
"KSU^","Kansas City Southern","28.35","0","n/a","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/ksu^",
"KS","KapStone Paper and Packaging Corporation","20.42","1976501298.08","n/a","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/ks",
"KAR","KAR Auction Services, Inc","43.2","5924738347.2","n/a","2009","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/kar",
"KATE","Kate Spade & Company","16.76","2161269040","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/kate",
